            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2460994.569444444, A.D. 2025-Nov-15 01:40:00.0000,  8.206583394323240E-01,  1.448956002476831E+04,  6.728569135388325E+01,  1.340444185707270E+02,  2.895709354078836E+02,  2.460995670754607E+06,  1.575181125916009E-03,  2.101164783827898E+02,  1.852579743952693E+02,  8.079305153584522E+04,  1.470965430469221E+05,  2.285451457467474E+05,
2460994.572916667, A.D. 2025-Nov-15 01:45:00.0000,  8.206575626256434E-01,  1.448963548533968E+04,  6.728571228805228E+01,  1.340443696156157E+02,  2.895708781494008E+02,  2.460995670753540E+06,  1.575179054975828E-03,  2.105893743122837E+02,  1.853427306035148E+02,  8.079312235003387E+04,  1.470966092147281E+05,  2.285454462226356E+05,
2460994.576388889, A.D. 2025-Nov-15 01:50:00.0000,  8.206567874896051E-01,  1.448971089573224E+04,  6.728573312548380E+01,  1.340443210750329E+02,  2.895708205549006E+02,  2.460995670752483E+06,  1.575176970230582E-03,  2.110622690248859E+02,  1.854275918908181E+02,  8.079319363643270E+04,  1.470966763771331E+05,  2.285457487023198E+05,
2460994.579861111, A.D. 2025-Nov-15 01:55:00.0000,  8.206560140482650E-01,  1.448978625370234E+04,  6.728575386507005E+01,  1.340442729488446E+02,  2.895707626253014E+02,  2.460995670751435E+06,  1.575174871729414E-03,  2.115351625119372E+02,  1.855125601133284E+02,  8.079326539336440E+04,  1.470967445330265E+05,  2.285460531786857E+05,
2460994.583333333, A.D. 2025-Nov-15 02:00:00.0000,  8.206552423255943E-01,  1.448986155701347E+04,  6.728577450570633E+01,  1.340442252369047E+02,  2.895707043615433E+02,  2.460995670750397E+06,  1.575172759521423E-03,  2.120080547652783E+02,  1.855976371390158E+02,  8.079333761915323E+04,  1.470968136812930E+05,  2.285463596446253E+05,
2460994.586805556, A.D. 2025-Nov-15 02:05:00.0000,  8.206544723454728E-01,  1.448993680343725E+04,  6.728579504629025E+01,  1.340441779390574E+02,  2.895706457645872E+02,  2.460995670749367E+06,  1.575170633655586E-03,  2.124809457763228E+02,  1.856828248477481E+02,  8.079341031212757E+04,  1.470968838208179E+05,  2.285466680930485E+05,
2460994.590277778, A.D. 2025-Nov-15 02:10:00.0000,  8.206537041316712E-01,  1.449001199075473E+04,  6.728581548572339E+01,  1.340441310551333E+02,  2.895705868354136E+02,  2.460995670748347E+06,  1.575168494180761E-03,  2.129538355367361E+02,  1.857681251316586E+02,  8.079348347061987E+04,  1.470969549504850E+05,  2.285469785168821E+05,
2460994.593750000, A.D. 2025-Nov-15 02:15:00.0000,  8.206529377077250E-01,  1.449008711676754E+04,  6.728583582291000E+01,  1.340440845849516E+02,  2.895705275750230E+02,  2.460995670747336E+06,  1.575166341145561E-03,  2.134267240384760E+02,  1.858535398954068E+02,  8.079355709297102E+04,  1.470970270691745E+05,  2.285472909090891E+05,
2460994.597222222, A.D. 2025-Nov-15 02:20:00.0000,  8.206521730973390E-01,  1.449016217926167E+04,  6.728585605675738E+01,  1.340440385283206E+02,  2.895704679844465E+02,  2.460995670746334E+06,  1.575164174598919E-03,  2.138996112728693E+02,  1.859390710562552E+02,  8.079363117751091E+04,  1.470971001757601E+05,  2.285476052625854E+05,
2460994.600694444, A.D. 2025-Nov-15 02:25:00.0000,  8.206514103241050E-01,  1.449023717603278E+04,  6.728587618617605E+01,  1.340439928850362E+02,  2.895704080647339E+02,  2.460995670745341E+06,  1.575161994589659E-03,  2.143724972318805E+02,  1.860247205445617E+02,  8.079370572257318E+04,  1.470971742691136E+05,  2.285479215703033E+05,
2460994.604166667, A.D. 2025-Nov-15 02:30:00.0000,  8.206506494114644E-01,  1.449031210488976E+04,  6.728589621007983E+01,  1.340439476548824E+02,  2.895703478169571E+02,  2.460995670744356E+06,  1.575159801166446E-03,  2.148453819069769E+02,  1.861104903038345E+02,  8.079378072649696E+04,  1.470972493481042E+05,  2.285482398251980E+05,
2460994.607638889, A.D. 2025-Nov-15 02:35:00.0000,  8.206498903828019E-01,  1.449038696364597E+04,  6.728591612738555E+01,  1.340439028376319E+02,  2.895702872422091E+02,  2.460995670743381E+06,  1.575157594377954E-03,  2.153182652901369E+02,  1.861963822911769E+02,  8.079385618762100E+04,  1.470973254115960E+05,  2.285485600202231E+05,
2460994.611111111, A.D. 2025-Nov-15 02:40:00.0000,  8.206491332613984E-01,  1.449046175012370E+04,  6.728593593701355E+01,  1.340438584330446E+02,  2.895702263416057E+02,  2.460995670742414E+06,  1.575155374272754E-03,  2.157911473728683E+02,  1.862823984773781E+02,  8.079393210428760E+04,  1.470974024584515E+05,  2.285488821483476E+05,
2460994.614583333, A.D. 2025-Nov-15 02:45:00.0000,  8.206483780704635E-01,  1.449053646215095E+04,  6.728595563788721E+01,  1.340438144408696E+02,  2.895701651162851E+02,  2.460995670741457E+06,  1.575153140899441E-03,  2.162640281471783E+02,  1.863685408473596E+02,  8.079400847483828E+04,  1.470974804875256E+05,  2.285492062025369E+05,
2460994.618055556, A.D. 2025-Nov-15 02:50:00.0000,  8.206476248331132E-01,  1.449061109756397E+04,  6.728597522893308E+01,  1.340437708608435E+02,  2.895701035674055E+02,  2.460995670740508E+06,  1.575150894306485E-03,  2.167369076046166E+02,  1.864548114002778E+02,  8.079408529761880E+04,  1.470975594976736E+05,  2.285495321757745E+05,
2460994.621527778, A.D. 2025-Nov-15 02:55:00.0000,  8.206468735723786E-01,  1.449068565420566E+04,  6.728599470908105E+01,  1.340437276926917E+02,  2.895700416961490E+02,  2.460995670739567E+06,  1.575148634542391E-03,  2.172097857372202E+02,  1.865412121499749E+02,  8.079416257097376E+04,  1.470976394877419E+05,  2.285498600610389E+05,
2460994.625000000, A.D. 2025-Nov-15 03:00:00.0000,  8.206461243111867E-01,  1.449076012992798E+04,  6.728601407726524E+01,  1.340436849361251E+02,  2.895699795037185E+02,  2.460995670738635E+06,  1.575146361655545E-03,  2.176826625366001E+02,  1.866277451250969E+02,  8.079424029325180E+04,  1.470977204565756E+05,  2.285501898513259E+05,
2460994.628472222, A.D. 2025-Nov-15 03:05:00.0000,  8.206453770723916E-01,  1.449083452258878E+04,  6.728603333242201E+01,  1.340436425908455E+02,  2.895699169913390E+02,  2.460995670737711E+06,  1.575144075694352E-03,  2.181555379946007E+02,  1.867144123695014E+02,  8.079431846280090E+04,  1.470978024030130E+05,  2.285505215396284E+05,
2460994.631944444, A.D. 2025-Nov-15 03:10:00.0000,  8.206446318787431E-01,  1.449090883005457E+04,  6.728605247349178E+01,  1.340436006565408E+02,  2.895698541602571E+02,  2.460995670736796E+06,  1.575141776707145E-03,  2.186284121033693E+02,  1.868012159425633E+02,  8.079439707797153E+04,  1.470978853258885E+05,  2.285508551189498E+05,
2460994.635416667, A.D. 2025-Nov-15 03:15:00.0000,  8.206438887529027E-01,  1.449098305019970E+04,  6.728607149941783E+01,  1.340435591328885E+02,  2.895697910117386E+02,  2.460995670735889E+06,  1.575139464742178E-03,  2.191012848544462E+02,  1.868881579193047E+02,  8.079447613711690E+04,  1.470979692240341E+05,  2.285511905823053E+05,
2460994.638888889, A.D. 2025-Nov-15 03:20:00.0000,  8.206431477173723E-01,  1.449105718091157E+04,  6.728609040914782E+01,  1.340435180195518E+02,  2.895697275470717E+02,  2.460995670734991E+06,  1.575137139847637E-03,  2.195741562399895E+02,  1.869752403909233E+02,  8.079455563859249E+04,  1.470980540962734E+05,  2.285515279227196E+05,
2460994.642361111, A.D. 2025-Nov-15 03:25:00.0000,  8.206424087946639E-01,  1.449113122007639E+04,  6.728610920163240E+01,  1.340434773161829E+02,  2.895696637675692E+02,  2.460995670734101E+06,  1.575134802071796E-03,  2.200470262516591E+02,  1.870624654648888E+02,  8.079463558075081E+04,  1.470981399414252E+05,  2.285518671332049E+05,
2460994.645833333, A.D. 2025-Nov-15 03:30:00.0000,  8.206416720071903E-01,  1.449120516558862E+04,  6.728612787582594E+01,  1.340434370224215E+02,  2.895695996745632E+02,  2.460995670733219E+06,  1.575132451462875E-03,  2.205198948816331E+02,  1.871498352654441E+02,  8.079471596194613E+04,  1.470982267583036E+05,  2.285522082067807E+05,
2460994.649305556, A.D. 2025-Nov-15 03:35:00.0000,  8.206409373772414E-01,  1.449127901535297E+04,  6.728614643068589E+01,  1.340433971378959E+02,  2.895695352694083E+02,  2.460995670732345E+06,  1.575130088069042E-03,  2.209927621216106E+02,  1.872373519337380E+02,  8.079479678053467E+04,  1.470983145457164E+05,  2.285525511364749E+05,
2460994.652777778, A.D. 2025-Nov-15 03:40:00.0000,  8.206402049270202E-01,  1.449135276728131E+04,  6.728616486517403E+01,  1.340433576622209E+02,  2.895694705534792E+02,  2.460995670731479E+06,  1.575127711938437E-03,  2.214656279638052E+02,  1.873250176283292E+02,  8.079487803487347E+04,  1.470984033024657E+05,  2.285528959153190E+05,
2460994.656250000, A.D. 2025-Nov-15 03:45:00.0000,  8.206394746786188E-01,  1.449142641929449E+04,  6.728618317825610E+01,  1.340433185949981E+02,  2.895694055281754E+02,  2.460995670730621E+06,  1.575125323119189E-03,  2.219384923999440E+02,  1.874128345253272E+02,  8.079495972331993E+04,  1.470984930273454E+05,  2.285532425363457E+05,
2460994.659722222, A.D. 2025-Nov-15 03:50:00.0000,  8.206387466540627E-01,  1.449149996931909E+04,  6.728620136889984E+01,  1.340432799358204E+02,  2.895693401949129E+02,  2.460995670729771E+06,  1.575122921659386E-03,  2.224113554222760E+02,  1.875008048189106E+02,  8.079504184423300E+04,  1.470985837191469E+05,  2.285535909925946E+05,
2460994.663194444, A.D. 2025-Nov-15 03:55:00.0000,  8.206380208752485E-01,  1.449157341529207E+04,  6.728621943607878E+01,  1.340432416842640E+02,  2.895692745551328E+02,  2.460995670728929E+06,  1.575120507607094E-03,  2.228842170225993E+02,  1.875889307214845E+02,  8.079512439597223E+04,  1.470986753766524E+05,  2.285539412771078E+05,
2460994.666666667, A.D. 2025-Nov-15 04:00:00.0000,  8.206372973639964E-01,  1.449164675515681E+04,  6.728623737876890E+01,  1.340432038398951E+02,  2.895692086102954E+02,  2.460995670728095E+06,  1.575118081010355E-03,  2.233570771929628E+02,  1.876772144641525E+02,  8.079520737689811E+04,  1.470987679986394E+05,  2.285542933829311E+05,
2460994.670138889, A.D. 2025-Nov-15 04:05:00.0000,  8.206365761420160E-01,  1.449171998686560E+04,  6.728625519595087E+01,  1.340431664022660E+02,  2.895691423618837E+02,  2.460995670727269E+06,  1.575115641917207E-03,  2.238299359257055E+02,  1.877656582970733E+02,  8.079529078537114E+04,  1.470988615838767E+05,  2.285546473031106E+05,
2460994.673611111, A.D. 2025-Nov-15 04:10:00.0000,  8.206358572309237E-01,  1.449179310837846E+04,  6.728627288660857E+01,  1.340431293709175E+02,  2.895690758114004E+02,  2.460995670726450E+06,  1.575113190375644E-03,  2.243027932125596E+02,  1.878542644896467E+02,  8.079537461975346E+04,  1.470989561311285E+05,  2.285550030306995E+05,
2460994.677083333, A.D. 2025-Nov-15 04:15:00.0000,  8.206351406522460E-01,  1.449186611766251E+04,  6.728629044972971E+01,  1.340430927453780E+02,  2.895690089603707E+02,  2.460995670725639E+06,  1.575110726433697E-03,  2.247756490458764E+02,  1.879430353311034E+02,  8.079545887840584E+04,  1.470990516391492E+05,  2.285553605587448E+05,
2460994.680555556, A.D. 2025-Nov-15 04:20:00.0000,  8.206344264273967E-01,  1.449193901269426E+04,  6.728630788430637E+01,  1.340430565251624E+02,  2.895689418103408E+02,  2.460995670724836E+06,  1.575108250139338E-03,  2.252485034175159E+02,  1.880319731306632E+02,  8.079554355969113E+04,  1.470991481066880E+05,  2.285557198803025E+05,
2460994.684027778, A.D. 2025-Nov-15 04:25:00.0000,  8.206337145777207E-01,  1.449201179145559E+04,  6.728632518933429E+01,  1.340430207097732E+02,  2.895688743628772E+02,  2.460995670724041E+06,  1.575105761540570E-03,  2.257213563198524E+02,  1.881210802180955E+02,  8.079562866197106E+04,  1.470992455324865E+05,  2.285560809884241E+05,
2460994.687500000, A.D. 2025-Nov-15 04:30:00.0000,  8.206330051244434E-01,  1.449208445193841E+04,  6.728634236381330E+01,  1.340429852987005E+02,  2.895688066195674E+02,  2.460995670723252E+06,  1.575103260685337E-03,  2.261942077447901E+02,  1.882103589439145E+02,  8.079571418360950E+04,  1.470993439152806E+05,  2.285564438761697E+05,
2460994.690972222, A.D. 2025-Nov-15 04:35:00.0000,  8.206322980886901E-01,  1.449215699214239E+04,  6.728635940674758E+01,  1.340429502914208E+02,  2.895687385820210E+02,  2.460995670722472E+06,  1.575100747621629E-03,  2.266670576847330E+02,  1.882998116799468E+02,  8.079580012296855E+04,  1.470994432537947E+05,  2.285568085365922E+05,
2460994.694444444, A.D. 2025-Nov-15 04:40:00.0000,  8.206315934914891E-01,  1.449222941007519E+04,  6.728637631714473E+01,  1.340429156873989E+02,  2.895686702518681E+02,  2.460995670721699E+06,  1.575098222397410E-03,  2.271399061316179E+02,  1.883894408195414E+02,  8.079588647841140E+04,  1.470995435467476E+05,  2.285571749627492E+05,
2460994.697916667, A.D. 2025-Nov-15 04:45:00.0000,  8.206308913537671E-01,  1.449230170375263E+04,  6.728639309401710E+01,  1.340428814860857E+02,  2.895686016307595E+02,  2.460995670720933E+06,  1.575095685060646E-03,  2.276127530778904E+02,  1.884792487781533E+02,  8.079597324830100E+04,  1.470996447928494E+05,  2.285575431476970E+05,
2460994.701388889, A.D. 2025-Nov-15 04:50:00.0000,  8.206301916963505E-01,  1.449237387119866E+04,  6.728640973638046E+01,  1.340428476869209E+02,  2.895685327203672E+02,  2.460995670720174E+06,  1.575093135659297E-03,  2.280855985155247E+02,  1.885692379935641E+02,  8.079606043100066E+04,  1.470997469908027E+05,  2.285579130844936E+05,
2460994.704861111, A.D. 2025-Nov-15 04:55:00.0000,  8.206294945399590E-01,  1.449244591044565E+04,  6.728642624325570E+01,  1.340428142893290E+02,  2.895684635223848E+02,  2.460995670719423E+06,  1.575090574241355E-03,  2.285584424369941E+02,  1.886594109264801E+02,  8.079614802487245E+04,  1.470998501392993E+05,  2.285582847661917E+05,
2460994.708333333, A.D. 2025-Nov-15 05:00:00.0000,  8.206287999052088E-01,  1.449251781953432E+04,  6.728644261366759E+01,  1.340427812927225E+02,  2.895683940385272E+02,  2.460995670718680E+06,  1.575088000854813E-03,  2.290312848343340E+02,  1.887497700607749E+02,  8.079623602827851E+04,  1.470999542370227E+05,  2.285586581858443E+05,
2460994.711805556, A.D. 2025-Nov-15 05:05:00.0000,  8.206281078126303E-01,  1.449258959651218E+04,  6.728645884664449E+01,  1.340427486965022E+02,  2.895683242705292E+02,  2.460995670717943E+06,  1.575085415547678E-03,  2.295041256998264E+02,  1.888403179040475E+02,  8.079632443958044E+04,  1.471000592826487E+05,  2.285590333365022E+05,
2460994.715277778, A.D. 2025-Nov-15 05:10:00.0000,  8.206274182826321E-01,  1.449266123943639E+04,  6.728647494122036E+01,  1.340427165000532E+02,  2.895682542201479E+02,  2.460995670717213E+06,  1.575082818367982E-03,  2.299769650260460E+02,  1.889310569880694E+02,  8.079641325713898E+04,  1.471001652748416E+05,  2.285594102112123E+05,
2460994.718750000, A.D. 2025-Nov-15 05:15:00.0000,  8.206267313355377E-01,  1.449273274637094E+04,  6.728649089643227E+01,  1.340426847027502E+02,  2.895681838891611E+02,  2.460995670716490E+06,  1.575080209363776E-03,  2.304498028049539E+02,  1.890219898690536E+02,  8.079650247931428E+04,  1.471002722122576E+05,  2.285597888030193E+05,
2460994.722222222, A.D. 2025-Nov-15 05:20:00.0000,  8.206260469915740E-01,  1.449280411538737E+04,  6.728650671132223E+01,  1.340426533039535E+02,  2.895681132793667E+02,  2.460995670715774E+06,  1.575077588583135E-03,  2.309226390291437E+02,  1.891131191283469E+02,  8.079659210446560E+04,  1.471003800935438E+05,  2.285601691049638E+05,
2460994.725694444, A.D. 2025-Nov-15 05:25:00.0000,  8.206253652708476E-01,  1.449287534456680E+04,  6.728652238493680E+01,  1.340426223030100E+02,  2.895680423925855E+02,  2.460995670715066E+06,  1.575074956074164E-03,  2.313954736907039E+02,  1.892044473726727E+02,  8.079668213095120E+04,  1.471004889173356E+05,  2.285605511100825E+05,
2460994.729166667, A.D. 2025-Nov-15 05:30:00.0000,  8.206246861935103E-01,  1.449294643198512E+04,  6.728653791632705E+01,  1.340425916992535E+02,  2.895679712306635E+02,  2.460995670714364E+06,  1.575072311885219E-03,  2.318683067822332E+02,  1.892959772347905E+02,  8.079677255712077E+04,  1.471005986822564E+05,  2.285609348113755E+05,
2460994.732638889, A.D. 2025-Nov-15 05:35:00.0000,  8.206240097794257E-01,  1.449301737574329E+04,  6.728655330454815E+01,  1.340425614920051E+02,  2.895678997954599E+02,  2.460995670713669E+06,  1.575069656064354E-03,  2.323411382958712E+02,  1.893877113737986E+02,  8.079686338133426E+04,  1.471007093869252E+05,  2.285613202018865E+05,
2460994.736111111, A.D. 2025-Nov-15 05:40:00.0000,  8.206233360483672E-01,  1.449308817394930E+04,  6.728656854866006E+01,  1.340425316805725E+02,  2.895678280888537E+02,  2.460995670712981E+06,  1.575066988659673E-03,  2.328139682242673E+02,  1.894796524758020E+02,  8.079695460195000E+04,  1.471008210299507E+05,  2.285617072746522E+05,
2460994.739583333, A.D. 2025-Nov-15 05:45:00.0000,  8.206226650200297E-01,  1.449315882471724E+04,  6.728658364772775E+01,  1.340425022642489E+02,  2.895677561127466E+02,  2.460995670712300E+06,  1.575064309719317E-03,  2.332867965596030E+02,  1.895718032542191E+02,  8.079704621732494E+04,  1.471009336099326E+05,  2.285620960227037E+05,
2460994.743055556, A.D. 2025-Nov-15 05:50:00.0000,  8.206219967139921E-01,  1.449322932616968E+04,  6.728659860082007E+01,  1.340424732423158E+02,  2.895676838690623E+02,  2.460995670711625E+06,  1.575061619291557E-03,  2.337596232945472E+02,  1.896641664504749E+02,  8.079713822581166E+04,  1.471010471254537E+05,  2.285624864390533E+05,
2460994.746527778, A.D. 2025-Nov-15 05:55:00.0000,  8.206213311497184E-01,  1.449329967643900E+04,  6.728661340701089E+01,  1.340424446140406E+02,  2.895676113597428E+02,  2.460995670710958E+06,  1.575058917424589E-03,  2.342324484213472E+02,  1.897567448343393E+02,  8.079723062576535E+04,  1.471011615750917E+05,  2.285628785167246E+05,
2460994.750000000, A.D. 2025-Nov-15 06:00:00.0000,  8.206206683465613E-01,  1.449336987366610E+04,  6.728662806537879E+01,  1.340424163786773E+02,  2.895675385867513E+02,  2.460995670710296E+06,  1.575056204166669E-03,  2.347052719324892E+02,  1.898495412045822E+02,  8.079732341553898E+04,  1.471012769574118E+05,  2.285632722487315E+05,
2460994.753472222, A.D. 2025-Nov-15 06:05:00.0000,  8.206200083237570E-01,  1.449343991600117E+04,  6.728664257500755E+01,  1.340423885354656E+02,  2.895674655520714E+02,  2.460995670709641E+06,  1.575053479566087E-03,  2.351780938207580E+02,  1.899425583895209E+02,  8.079741659348446E+04,  1.471013932709678E+05,  2.285636676280838E+05,
2460994.756944444, A.D. 2025-Nov-15 06:10:00.0000,  8.206193511004347E-01,  1.449350980160269E+04,  6.728665693498473E+01,  1.340423610836334E+02,  2.895673922577074E+02,  2.460995670708993E+06,  1.575050743671178E-03,  2.356509140783231E+02,  1.900357992473874E+02,  8.079751015795222E+04,  1.471015105143017E+05,  2.285640646477844E+05,
2460994.760416667, A.D. 2025-Nov-15 06:15:00.0000,  8.206186966956089E-01,  1.449357952863809E+04,  6.728667114440368E+01,  1.340423340223936E+02,  2.895673187056836E+02,  2.460995670708351E+06,  1.575047996530320E-03,  2.361237326979839E+02,  1.901292666671304E+02,  8.079760410729104E+04,  1.471016286859440E+05,  2.285644633008299E+05,
2460994.763888889, A.D. 2025-Nov-15 06:20:00.0000,  8.206180451281809E-01,  1.449364909528393E+04,  6.728668520236239E+01,  1.340423073509457E+02,  2.895672448980453E+02,  2.460995670707716E+06,  1.575045238191902E-03,  2.365965496720461E+02,  1.902229635687620E+02,  8.079769843984947E+04,  1.471017477844150E+05,  2.285648635802154E+05,
2460994.767361111, A.D. 2025-Nov-15 06:25:00.0000,  8.206173964169565E-01,  1.449371849972369E+04,  6.728669910796356E+01,  1.340422810684759E+02,  2.895671708368583E+02,  2.460995670707087E+06,  1.575042468704429E-03,  2.370693649933242E+02,  1.903168929041344E+02,  8.079779315397200E+04,  1.471018678082203E+05,  2.285652654789191E+05,
2460994.770833333, A.D. 2025-Nov-15 06:30:00.0000,  8.206167505806291E-01,  1.449378774015006E+04,  6.728671286031485E+01,  1.340422551741570E+02,  2.895670965242082E+02,  2.460995670706464E+06,  1.575039688116399E-03,  2.375421786541681E+02,  1.904110576573394E+02,  8.079788824800344E+04,  1.471019887558568E+05,  2.285656689899202E+05,
2460994.774305556, A.D. 2025-Nov-15 06:35:00.0000,  8.206161076378499E-01,  1.449385681475788E+04,  6.728672645852913E+01,  1.340422296671476E+02,  2.895670219622041E+02,  2.460995670705847E+06,  1.575036896476488E-03,  2.380149906474340E+02,  1.905054608455007E+02,  8.079798372028238E+04,  1.471021106258069E+05,  2.285660741061718E+05,
2460994.777777778, A.D. 2025-Nov-15 06:40:00.0000,  8.206154676071018E-01,  1.449392572175602E+04,  6.728673990172429E+01,  1.340422045465926E+02,  2.895669471529731E+02,  2.460995670705238E+06,  1.575034093833322E-03,  2.384878009655117E+02,  1.906001055192004E+02,  8.079807956914928E+04,  1.471022334165426E+05,  2.285664808206349E+05,
2460994.781250000, A.D. 2025-Nov-15 06:45:00.0000,  8.206148305067587E-01,  1.449399445936128E+04,  6.728675318902326E+01,  1.340421798116231E+02,  2.895668720986637E+02,  2.460995670704633E+06,  1.575031280235652E-03,  2.389606096012866E+02,  1.906949947632968E+02,  8.079817579294011E+04,  1.471023571265189E+05,  2.285668891262513E+05,
2460994.784722222, A.D. 2025-Nov-15 06:50:00.0000,  8.206141963550844E-01,  1.449406302579937E+04,  6.728676631955382E+01,  1.340421554613570E+02,  2.895667968014437E+02,  2.460995670704036E+06,  1.575028455732223E-03,  2.394334165472197E+02,  1.907901316973798E+02,  8.079827238999122E+04,  1.471024817541831E+05,  2.285672990159646E+05,
2460994.788194444, A.D. 2025-Nov-15 06:55:00.0000,  8.206135651702182E-01,  1.449413141930519E+04,  6.728677929244981E+01,  1.340421314948968E+02,  2.895667212635037E+02,  2.460995670703444E+06,  1.575025620371931E-03,  2.399062217959999E+02,  1.908855194765567E+02,  8.079836935863373E+04,  1.471026072979623E+05,  2.285677104826959E+05,
2460994.791666667, A.D. 2025-Nov-15 07:00:00.0000,  8.206129369701908E-01,  1.449419963812251E+04,  6.728679210684933E+01,  1.340421079113326E+02,  2.895666454870509E+02,  2.460995670702858E+06,  1.575022774203639E-03,  2.403790253406325E+02,  1.909811612921361E+02,  8.079846669719982E+04,  1.471027337562771E+05,  2.285681235193711E+05,
2460994.795138889, A.D. 2025-Nov-15 07:05:00.0000,  8.206123117729003E-01,  1.449426768050493E+04,  6.728680476189601E+01,  1.340420847097404E+02,  2.895665694743165E+02,  2.460995670702279E+06,  1.575019917276369E-03,  2.408518271734926E+02,  1.910770603721190E+02,  8.079856440401636E+04,  1.471028611275278E+05,  2.285685381188934E+05,
2460994.798611111, A.D. 2025-Nov-15 07:10:00.0000,  8.206116895961314E-01,  1.449433554471539E+04,  6.728681725673890E+01,  1.340420618891816E+02,  2.895664932275467E+02,  2.460995670701705E+06,  1.575017049639087E-03,  2.413246272876058E+02,  1.911732199821517E+02,  8.079866247741198E+04,  1.471029894101086E+05,  2.285689542741735E+05,
2460994.802083333, A.D. 2025-Nov-15 07:15:00.0000,  8.206110704575310E-01,  1.449440322902707E+04,  6.728682959053253E+01,  1.340420394487038E+02,  2.895664167490125E+02,  2.460995670701138E+06,  1.575014171340920E-03,  2.417974256754835E+02,  1.912696434260008E+02,  8.079876091570986E+04,  1.471031186023926E+05,  2.285693719780990E+05,
2460994.805555556, A.D. 2025-Nov-15 07:20:00.0000,  8.206104543746356E-01,  1.449447073172186E+04,  6.728684176243685E+01,  1.340420173873402E+02,  2.895663400410018E+02,  2.460995670700576E+06,  1.575011282431024E-03,  2.422702223301618E+02,  1.913663340464872E+02,  8.079885971723220E+04,  1.471032487027425E+05,  2.285697912235532E+05,
2460994.809027778, A.D. 2025-Nov-15 07:25:00.0000,  8.206098413648505E-01,  1.449453805109208E+04,  6.728685377161683E+01,  1.340419957041107E+02,  2.895662631058218E+02,  2.460995670700020E+06,  1.575008382958564E-03,  2.427430172442119E+02,  1.914632952260260E+02,  8.079895888030088E+04,  1.471033797095097E+05,  2.285702120034182E+05,
2460994.812500000, A.D. 2025-Nov-15 07:30:00.0000,  8.206092314454695E-01,  1.449460518543827E+04,  6.728686561724338E+01,  1.340419743980202E+02,  2.895661859458010E+02,  2.460995670699469E+06,  1.575005472972856E-03,  2.432158104107085E+02,  1.915605303875788E+02,  8.079905840323259E+04,  1.471035116210269E+05,  2.285706343105541E+05,
2460994.815972222, A.D. 2025-Nov-15 07:35:00.0000,  8.206086246336516E-01,  1.449467213307214E+04,  6.728687729849230E+01,  1.340419534680607E+02,  2.895661085632843E+02,  2.460995670698924E+06,  1.575002552523153E-03,  2.436886018222732E+02,  1.916580429952305E+02,  8.079915828434612E+04,  1.471036444356201E+05,  2.285710581378298E+05,
2460994.819444444, A.D. 2025-Nov-15 07:40:00.0000,  8.206080209464518E-01,  1.449473889231331E+04,  6.728688881454566E+01,  1.340419329132086E+02,  2.895660309606355E+02,  2.460995670698386E+06,  1.574999621658778E-03,  2.441613914720397E+02,  1.917558365551755E+02,  8.079925852195799E+04,  1.471037781516027E+05,  2.285714834781044E+05,
2460994.822916667, A.D. 2025-Nov-15 07:45:00.0000,  8.206074204008598E-01,  1.449480546148511E+04,  6.728690016459065E+01,  1.340419127324269E+02,  2.895659531402449E+02,  2.460995670697853E+06,  1.574996680429320E-03,  2.446341793526912E+02,  1.918539146163222E+02,  8.079935911437543E+04,  1.471039127672657E+05,  2.285719103241979E+05,
2460994.826388889, A.D. 2025-Nov-15 07:50:00.0000,  8.206068230137143E-01,  1.449487183892222E+04,  6.728691134782073E+01,  1.340418929246635E+02,  2.895658751045228E+02,  2.460995670697325E+06,  1.574993728884498E-03,  2.451069654571462E+02,  1.919522807712619E+02,  8.079946005990141E+04,  1.471040482808806E+05,  2.285723386689120E+05,
2460994.829861111, A.D. 2025-Nov-15 07:55:00.0000,  8.206062288017240E-01,  1.449493802297004E+04,  6.728692236343440E+01,  1.340418734888528E+02,  2.895657968558961E+02,  2.460995670696803E+06,  1.574990767073992E-03,  2.455797497786402E+02,  1.920509386571264E+02,  8.079956135684006E+04,  1.471041846907101E+05,  2.285727685050533E+05,
2460994.833333333, A.D. 2025-Nov-15 08:00:00.0000,  8.206056377814677E-01,  1.449500401198358E+04,  6.728693321063568E+01,  1.340418544239153E+02,  2.895657183968126E+02,  2.460995670696287E+06,  1.574987795047621E-03,  2.460525323097890E+02,  1.921498919562519E+02,  8.079966300349086E+04,  1.471043219949981E+05,  2.285731998254089E+05,
2460994.836805556, A.D. 2025-Nov-15 08:05:00.0000,  8.206050499693995E-01,  1.449506980432749E+04,  6.728694388863563E+01,  1.340418357287551E+02,  2.895656397297394E+02,  2.460995670695776E+06,  1.574984812855277E-03,  2.465253130438439E+02,  1.922491443973197E+02,  8.079976499815068E+04,  1.471044601919739E+05,  2.285736326227545E+05,
